dateTime,close
2019-05-11 00-00-00,190.20000000
2019-05-12 00-00-00,188.11000000
2019-05-13 00-00-00,195.84000000
2019-05-14 00-00-00,216.40000000
2019-05-15 00-00-00,248.10000000
2019-05-16 00-00-00,264.25000000
2019-05-17 00-00-00,244.30000000
2019-05-18 00-00-00,233.60000000
2019-05-19 00-00-00,259.51000000
2019-05-20 00-00-00,250.37000000
2019-05-21 00-00-00,253.43000000
2019-05-22 00-00-00,243.64000000
2019-05-23 00-00-00,244.56000000
2019-05-24 00-00-00,248.87000000
2019-05-25 00-00-00,250.22000000
2019-05-26 00-00-00,264.45000000
2019-05-27 00-00-00,270.53000000
2019-05-28 00-00-00,271.03000000
2019-05-29 00-00-00,268.83000000
2019-05-30 00-00-00,254.56000000
2019-05-31 00-00-00,267.90000000
2019-06-01 00-00-00,264.33000000
2019-06-02 00-00-00,268.88000000
2019-06-03 00-00-00,249.91000000
2019-06-04 00-00-00,241.39000000
2019-06-05 00-00-00,245.63000000
2019-06-06 00-00-00,248.76000000
2019-06-07 00-00-00,248.77000000
2019-06-08 00-00-00,243.25000000
2019-06-09 00-00-00,230.98000000
2019-06-10 00-00-00,246.51000000
2019-06-11 00-00-00,244.29000000
2019-06-12 00-00-00,261.15000000
2019-06-13 00-00-00,254.67000000
2019-06-14 00-00-00,262.47000000
2019-06-15 00-00-00,267.82000000
2019-06-16 00-00-00,267.73000000
2019-06-17 00-00-00,273.16000000
2019-06-18 00-00-00,264.66000000
2019-06-19 00-00-00,268.14000000
2019-06-20 00-00-00,271.22000000
2019-06-21 00-00-00,294.35000000
2019-06-22 00-00-00,310.79000000
2019-06-23 00-00-00,308.52000000
2019-06-24 00-00-00,311.64000000
2019-06-25 00-00-00,318.26000000
2019-06-26 00-00-00,339.39000000
2019-06-27 00-00-00,298.35000000
2019-06-28 00-00-00,311.05000000
2019-06-29 00-00-00,317.62000000
2019-06-30 00-00-00,292.70000000
2019-07-01 00-00-00,295.07000000
2019-07-02 00-00-00,291.48000000
2019-07-03 00-00-00,301.14000000
2019-07-04 00-00-00,282.73000000
2019-07-05 00-00-00,287.47000000
2019-07-06 00-00-00,288.29000000
2019-07-07 00-00-00,304.72000000
2019-07-08 00-00-00,311.97000000
2019-07-09 00-00-00,307.46000000
2019-07-10 00-00-00,289.23000000
2019-07-11 00-00-00,268.63000000
2019-07-12 00-00-00,274.62000000
2019-07-13 00-00-00,268.79000000
2019-07-14 00-00-00,225.85000000
2019-07-15 00-00-00,228.20000000
2019-07-16 00-00-00,198.88000000
2019-07-17 00-00-00,210.81000000
2019-07-18 00-00-00,225.73000000
2019-07-19 00-00-00,220.73000000
2019-07-20 00-00-00,228.20000000
